question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_0897cf109888,tally_31dDqg,16,other,Y5M4Pz,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_7cd100bf4232,tally_31dDqg,17,screening,"2.9 Есть ли у вас в семье человек, который контролирует здоровье членов семьи и, соответственно, посещение врачей",single,1,1,verified,ready,,
q_65512eee524d,tally_31dDqg,18,behavior,"2.10 Посещаете ли вы еще какие-то медицинские центры, кроме клиники Доктора Максудовой?",single,1,1,verified,ready,,
q_616863a31a13,tally_31dDqg,19,behavior,"2.11 Посещаете ли вы еще какие-то медицинские центры, кроме клиники Доктора Максудовой, если нуждаетесь в офтальмологической помощи?",single,1,1,verified,ready,,
q_62644e01a5fc,tally_31dDqg,20,scenario,2.12 В каких ситуациях вы бы обратились в другую клинику?,single,1,1,verified,ready,,
q_6436efa4d782,tally_31dDqg,21,scenario,"2.13 В каких ситуациях, связанных с офтальмологией вы бы обратились в другую клинику?",single,1,1,verified,ready,,
q_56e810d5ff21,tally_31dDqg,22,frequency,3.1 Как часто вы обращаетесь к офтальмологу?,single,1,1,verified,ready,,
q_5025dd013f19,tally_31dDqg,23,scenario,"3.2 При каких сценариях вы понимаете, что необходимо идти к врачу?",single,1,1,verified,ready,,
q_8f71481d32ca,tally_31dDqg,24,other,PdXzpP,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_35c5c4265ee2,tally_31dDqg,25,other,3.3 Ухудшилось ли зрение за последний год?,single,1,1,verified,adapt,,
q_67976dc3bbfd,tally_31dDqg,26,demographics,"3.4 Как вы действуете после получения рекомендаций или заключения врача, которое вы получаете в медицинском центре?",single,1,1,verified,adapt,,
q_fcf94500142a,tally_31dDqg,27,behavior,"3.5 Приходите ли вы на прием ко врачу после того, как пройдете курс лечения?",single,1,1,verified,ready,,
q_da405ad076d8,tally_31dDqg,28,other,3.6 Делали ли вы операцию?,single,1,1,verified,adapt,,
q_7ab63b26c6cb,tally_31dDqg,29,demographics,3.7 Пользуетесь ли вы контактными линзами или очками?,single,1,1,verified,adapt,,
q_963a10d27904,tally_31dDqg,30,other,3.8 Почему вы носите только очки?,unknown,0,0,verified,adapt,,
q_07c17c1407d5,tally_31dDqg,31,demographics,4.1 Какая клиника в городе предлагает самые доступные цены?,single,1,1,verified,adapt,,
q_d97c0a019a14,tally_31dDqg,32,demographics,4.2 Какая клиника в городе предлагает самый широкий ассортимент услуг? (возможность посетить врачей различных направлений и т.д.),single,1,1,verified,adapt,,
q_ef2bbd076d92,tally_31dDqg,33,demographics,4.3 В какой клинике в городе используется наиболее современное оборудование и уникальные услуги?,single,1,1,verified,adapt,,
q_b2567c2b23f9,tally_31dDqg,34,demographics,"4.4 Какая клиника в городе предлагает лучший сервис?(вежливый персонал, профессиональные врачи, современный интерьер, чистота клиники и т.д.)",single,1,1,verified,adapt,,
q_d4420a6f321e,tally_31dDqg,35,demographics,"4.5 Какая клиника в городе наиболее оперативно обслуживает пациентов? (врач вовремя всегда начинает прием, нет очередей на ресепшене и т.д.)",single,1,1,verified,adapt,,
q_dcac76941550,tally_31dDqg,36,demographics,"4.6 Посещение какой клинике в городе вы считаете наиболее удобным? (легко сделать запись, добраться, понятый план лечения и т.д.)",single,1,1,verified,adapt,,
q_340a1c17e2d6,tally_31dDqg,37,demographics,5.1 Укажите ваш пол (Отвечают только по выбранным вариантам),single,1,1,verified,adapt,,
q_8ff727a8546a,tally_31dDqg,38,demographics,"5.2 Укажите, пожалуйста, ваш возраст (Отвечают только по выбранным вариантам)",single,1,1,verified,adapt,,
q_0555a7e6332b,tally_31dDqg,39,demographics,"5.3 Укажите, пожалуйста, уровень дохода вашей семьи в месяц (Отвечают только по выбранным вариантам)",single,1,1,verified,adapt,,
q_100e93a80302,tally_31dDqg,40,factor,"5.4 Оцените по 10-бальной шкале, с какой вероятностью вы бы порекомендовали клинику «Доктора Максудовой» своим знакомым?",numeric,1,1,verified,ready,,
q_eb39c39a7520,tally_31dDqg,41,other,5.5 Номер телефона,single,1,1,verified,adapt,,
q_b97386dd1459,tally_nWvWrQ,1,other,Номер анкеты,numeric,46,5,verified,adapt,,
q_b0a5abc9ee58,tally_nWvWrQ,2,other,Клиент Код,open,46,46,verified,adapt,,
q_ce7c5e38ffa6,tally_nWvWrQ,3,channel,"Подскажите, вы закупаете материалы для ресниц с какими целями (Вопрос подразумевает выявления направления деятельности компании: 1) Салон, 2) Дистрибьютор н Маркетплейсе, 3) Розничная офлайн или онлайн торговля, учебныф центр и тд)",open,46,32,verified,ready,,
q_c42151b038c8,tally_nWvWrQ,4,awareness,"- Какие в основном закупаете бренды, у каких производителей?",open,46,40,verified,ready,,
q_cdfb23afea28,tally_nWvWrQ,5,behavior,- Как вы ищите поставщика? (через что вы находите того или иного поставщика),open,46,41,verified,ready,,
q_da849a60b503,tally_nWvWrQ,6,other,"- Как у вас в компании принято принимать решение о закупках? (кто участвует: владелец, менеджер по МП, закупщик)",open,46,30,verified,adapt,,
q_09492462af9a,tally_nWvWrQ,7,other,- При поиске поставщика материалов для ресниц вы отталкиваетесь от необходимых материалов или от конкретных брендов?,open,46,42,verified,adapt,,
q_283108b4f3a6,tally_nWvWrQ,8,other,Какой формат сотрудничества для вас удобнее (короткие сделки vs долгосрочные контракты)?,open,46,33,verified,adapt,,
q_946b0fb7f26b,tally_nWvWrQ,9,switching,"Какие материалы для вас наиболее критичны при закупках (если не будет этих позиций, не будете закупать и остальной ассортимент)?",open,46,42,verified,ready,,
q_78136dd2dc31,tally_nWvWrQ,10,other,"С какими сложностями вы сталкиваетесь в процессе поиска продукции/поставщика? Есть ли позиции, которые сложно найти?",open,46,37,verified,adapt,,
q_7c7076da1eba,tally_nWvWrQ,11,trust,Какие бренды и материалы вызывают наибольшее доверие?,open,46,41,verified,ready,,
q_63836a4d3262,tally_nWvWrQ,12,channel,При закупке вы обращаетесь напрямую к менеджеру по продажам или хотели бы иметь возможность заказывать через интернет магазин (в том числе оптом)?,open,46,34,verified,ready,,
q_aa4b41987d9a,tally_nWvWrQ,13,other,Какие основные требования  к сервису? Какие основные требования к коммерческим условиям?,open,46,42,verified,adapt,,
q_35e548974627,tally_nWvWrQ,14,barrier,Что может стать причиной смены поставщика?,open,46,44,verified,ready,,
q_2a5eb27e4d33,tally_nWvWrQ,15,other,Что вам нравится в работе с текущим поставщиком?,open,46,38,verified,adapt,,
q_7a14a39da83d,tally_nWvWrQ,16,other,"Есть ли что-то, что вызывает неудобство или хотелось бы изменить?",open,46,33,verified,adapt,,
q_8e702de6dab1,tally_nWvWrQ,17,demographics,Насколько прозрачно для вас ценообразование и система бонусов/штрафов?,open,46,42,verified,adapt,,
q_c1a3cb956ec9,tally_m6d4Qk,1,barrier,1. Какие основные причины привели Вас к поиску решения для помощи в трейдинге?,numeric,1,1,verified,ready,,
q_3abb28df04fc,tally_m6d4Qk,2,WTP,2. Сколько Вы уже торгуете? Как давно инетересуетесь инвестициями?,single,1,1,verified,ready,,
q_58bf6693dd45,tally_m6d4Qk,3,open,3. Укажите примерую вилку Вашего портфеля и активно торгуемых средств?,single,1,1,verified,ready,,
q_b67ceb945a60,tally_m6d4Qk,4,factor,4. Какие наиболее важные функции нашего решения можете выделить?,numeric,1,1,verified,ready,,
q_f6f0c3bd2328,tally_m6d4Qk,5,other,"5. Подскажите, какими инструментами Вы торгуете?",numeric,1,1,verified,adapt,,
q_00e3de9d2c12,tally_m6d4Qk,6,behavior,6. Почему Вы предпочли не покупать терминал от Buy or Sell?,numeric,1,1,verified,ready,,
q_798db363ced5,tally_m6d4Qk,7,other,"7. Мы проводим интервью, для улучшение клиентского сервиса и продукта, предлагаем оставить свой контакт/телеграм аккаунт для интервью",unknown,0,0,verified,adapt,,
q_6eb76aab8c4b,tally_mRRAdj,1,other,XLBDbO,single,18,1,unreliable,source_check,,matrix/UUID needs form schema
q_b2283aa21068,tally_mRRAdj,2,demographics,Укажите ваш пол,single,89,2,verified,adapt,,
q_363ae02ec6ff,tally_mRRAdj,3,demographics,Укажите ваш возраст,single,89,3,verified,adapt,,
q_764f52c5f5e3,tally_mRRAdj,4,other,Как бы вы отнеслись если бы на онлайн платформе для молодых юристов были следующие возможности?  (при прохождении опроса с телефона - варианты ответов лучше отображаются в горизонтальном виде экрана),matrix,89,33,reconstructed,source_check,,matrix/UUID needs form schema
q_df5971ec0ca6,tally_mRRAdj,5,other,"Давайте представим, что на онлайн платформе для молодых юристов нет следующих возможностей. Как бы вы на это отреагировали?  (при прохождении опроса с телефона - варианты ответов лучше отображаются в горизонтальном виде экрана)",matrix,89,32,reconstructed,source_check,,matrix/UUID needs form schema
q_84cddadc0e6e,tally_wbxXa1,1,other,1. Enter your age:,single,57,5,verified,adapt,,
q_a00e678b4b70,tally_wbxXa1,2,other,1.1. What country are you from?,open,57,27,verified,adapt,,
q_8aeb41439cdd,tally_wbxXa1,3,other,1.2. What religion/denomination do you belong to?,single,57,12,verified,adapt,,
q_e2944038b251,tally_wbxXa1,4,other,2. Do you watch your diet?,single,57,4,verified,adapt,,
q_c3f775ca7f7f,tally_wbxXa1,5,other,3. How often do you engage in physical activity?,single,57,4,verified,adapt,,
q_a175b4ec7eff,tally_wbxXa1,6,other,1. (If not a Dubai citizen) How long have you lived in Dubai?,single,57,5,verified,adapt,,
q_3a46fc6ee51e,tally_wbxXa1,7,other,2. On what basis do you stay in Dubai?,single,57,4,verified,adapt,,
q_92d4fec243bf,tally_wbxXa1,8,other,3. How do you rest?,multi,57,25,verified,adapt,,
q_b6dcb918a644,tally_wbxXa1,9,other,"4. Do you visit health centres (SPA, wellness)?",single,57,2,verified,adapt,,
q_4e2d47eca234,tally_wbxXa1,10,other,5. (If not) What does that involve? (open question),open,57,24,verified,adapt,,
q_1b5a3780da0f,tally_wbxXa1,11,other,6. What bath-house (baths) do you visit?,multi,57,34,verified,adapt,,
q_3854335dc488,tally_wbxXa1,12,other,7. Would you like to visit the Russian bathhouse?,single,57,2,verified,adapt,,
q_46a9e29d6f97,tally_wbxXa1,13,other,8. (If not) What stops you from going to the Russian bathhouse? (open question),open,57,21,verified,adapt,,
q_fe727c13a0df,tally_wbxXa1,14,other,9. Do you attend other types of water treatments (saunas/hamams)?,single,57,3,verified,adapt,,
q_32ad2d7c67ec,tally_wbxXa1,15,other,10. (If not) What does that involve?,open,57,18,verified,adapt,,
q_c8147331fc22,tally_wbxXa1,16,other,11. In which company do you usually visit wellness and bath complexes?,multi,57,19,verified,adapt,,
q_e51fd0b37bd2,tally_wbxXa1,17,other,12. For what purposes do you usually visit health and bath complexes?,multi,57,37,verified,adapt,,
q_1bb7c22e6ebb,tally_wbxXa1,18,other,Yj4grz,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_72a60edbfdc1,tally_wbxXa1,19,other,13.How often do you visit wellness and bath complexes?,single,57,5,verified,adapt,,
q_06c8eef182f6,tally_wbxXa1,20,other,14. How much are you willing to pay for a one-time visit to the health complex for 1 person? (about 3 hours),single,57,7,verified,adapt,,
q_736a75b15196,tally_wbxXa1,21,other,15. Would you like to try mental health practices in the bath complex?,single,57,2,verified,adapt,,
q_450f76a45cc9,tally_wbxXa1,22,other,16. (If so) What mental wellness practices would you be interested in trying?,multi,57,18,verified,adapt,,
q_edc4da953a1c,tally_wbxXa1,23,other,GeRgLQ,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_9c5e5a0f04a6,tally_wbxXa1,24,other,17. Let's imagine that various events are often held in the health complex. What events would you like to participate in?,multi,57,9,verified,adapt,,
q_01811e5e9688,tally_wbxXa1,25,other,VpzdVN,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_99a9a54cda55,tally_wbxXa1,26,other,18. What are the flavors of oils in bath and health complexes that you like most?,multi,57,17,verified,adapt,,
q_319abdebdcc3,tally_wbxXa1,27,other,EqxgLA,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_1263fdbd12ef,tally_wbxXa1,28,other,19. Would you like these types of services to be included in the subscription when visiting the bath and recreation complex?,multi,57,33,verified,adapt,,
q_fb9ccd078a0d,tally_wbxXa1,29,other,20. What services would you be willing to pay extra for when visiting a sauna and wellness complex?,multi,57,29,verified,adapt,,
q_ebb7ea4b0254,tally_wbxXa1,30,other,"21. For what reason could you try cooling services (snow room, ice font) in the bath and health complex?",multi,57,14,verified,adapt,,
q_9bf91f55b0ed,tally_wbxXa1,31,other,2jKZLg,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_03439acff13c,tally_wbxXa1,32,other,22. Is it important for you that the employee providing the service in the bath and health complex is the same gender with you?,single,57,2,verified,adapt,,
q_455aa44e74d0,tally_wbxXa1,33,other,23. Is it important for you to comply with the rules of halala when visiting the bath and recreation complex?,single,57,2,verified,adapt,,
q_93b9f20ede76,tally_wbxXa1,34,other,24. Through what communication channels will you learn information about bath and recreation complexes? (you can select several answer options),multi,57,30,verified,adapt,,
q_888b010da4e9,tally_wbxXa1,35,other,GeRgLO,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_370b0a70f926,tally_wbxXa1,36,other,26. What bath and health complexes do you visit (UAE/Dubai)?,open,57,55,verified,adapt,,
q_b2f16ab95c99,tally_wbxXa1,37,other,27. What bath and health complexes do you consider the best? (open question),open,57,44,verified,adapt,,
q_b3ff920ae1bc,tally_wbxXa1,38,other,28. What 3 things do you like most in the bath and health complexes that you visit?,open,57,56,verified,adapt,,
q_6c2d3ed83924,tally_wbxXa1,39,other,29. What 3 things do you not like the most/are missing in the bath and health complexes that you visit?,open,57,35,verified,adapt,,
q_3b0e421c30e6,tally_wbxXa1,40,other,1. How would you feel if there were baths of the following kind in the bath and health complex?,matrix,57,53,reconstructed,source_check,,matrix/UUID needs form schema
q_11747b80da56,tally_wbxXa1,41,other,2. Let's imagine that in the bath and health complex there are no baths of the following kind. How would you react to that?,matrix,57,53,reconstructed,source_check,,matrix/UUID needs form schema
q_fd3d8afcf69c,tally_wbxXa1,42,other,3. How would you react if the following formats of gastronomic service were in the bath and recreation complex?,matrix,57,43,reconstructed,source_check,,matrix/UUID needs form schema
q_50ad03678feb,tally_wbxXa1,43,other,4. Let's imagine that in the bath and recreation complex there are no following formats of gastronomic service. How would you react to that?,matrix,57,50,reconstructed,source_check,,matrix/UUID needs form schema
q_16d04ff7e884,tally_wbxXa1,44,other,5. How would you feel if there were the following services in the bath and health complex?,matrix,57,32,reconstructed,source_check,,matrix/UUID needs form schema
q_a2d64b502917,tally_wbxXa1,45,other,6. Let's imagine that the sauna and wellness complex does not have the following services. How would you react to that?,matrix,57,31,reconstructed,source_check,,matrix/UUID needs form schema
q_abecd14ac8e9,tally_wbxXa1,46,other,7. How would you feel if there were the following swimming pools in the bath and health complex?,matrix,57,56,reconstructed,source_check,,matrix/UUID needs form schema
q_b910f53aca94,tally_wbxXa1,47,other,8. Let's imagine that the sauna and wellness complex does not have the following pools. How would you react to that?,matrix,57,55,reconstructed,source_check,,matrix/UUID needs form schema
q_02079d949478,tally_wbxXa1,48,other,9. How would you react if there were the following products in the shops on the territory of the sauna and wellness complex?,matrix,57,32,reconstructed,source_check,,matrix/UUID needs form schema
q_8cd0890c8f02,tally_wbxXa1,49,other,10. Let's imagine that the following products are not available in the shops on the territory of the sauna and wellness complex. How would you react to that?,matrix,57,36,reconstructed,source_check,,matrix/UUID needs form schema
q_9a9884ce2ca1,tally_wbxXa1,50,other,11. How would you react if the sauna and wellness complex had the following services and segments dedicated to Slavic culture?,matrix,57,41,reconstructed,source_check,,matrix/UUID needs form schema
q_e2608a3ca0d4,tally_wbxXa1,51,other,12. Let's imagine that the sauna and wellness complex does not have the following services and segments dedicated to Slavic culture. How would you react to that?,matrix,57,36,reconstructed,source_check,,matrix/UUID needs form schema
q_da7a2b011b31,tally_wbxXa1,52,other,"13. How would you react if, when visiting a sauna and wellness complex, there were opportunities to choose a bath attendant and/or his qualifications?",matrix,57,23,reconstructed,source_check,,matrix/UUID needs form schema
q_5638aded417b,tally_wbxXa1,53,other,"14. Let's imagine that when visiting a sauna and wellness complex, there is no possibility to choose the level of quality of the service provided. How would you react to that?",matrix,57,23,reconstructed,source_check,,matrix/UUID needs form schema
q_f46ce3f52166,tally_mJOVB7,1,demographics,1.1 Что чаще всего служит причиной посещения вашего ребенка поликлиники?,single,1,1,verified,adapt,,
q_b0af580c6f92,tally_mJOVB7,2,other,Me2QYE,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_2faa0aba05ec,tally_mJOVB7,3,frequency,"1.2 Оцените, как часто вы водите ребенка к следующим врачам. (1 - не посещаю, 5 - не реже 1 раза в 3 месяца)",matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_9a85c0a06fb6,tally_mJOVB7,4,behavior,"1.3 Водите ли Вы детей в клиники, куда ходите сами?",single,1,1,verified,ready,,
q_e27fca194467,tally_mJOVB7,5,other,1.4 Есть ли разница при выборе клиники для детей и клиники для взрослых?,single,1,1,verified,adapt,,
q_a1a934344e67,tally_mJOVB7,6,other,"1.5 В чем, на ваш взгляд, заключается разница между детской и взрослой клиникой?",numeric,1,1,verified,adapt,,
q_1e711e33957c,tally_mJOVB7,7,other,1.6 В какие клиники водите детей?,single,1,1,verified,adapt,,
q_87cbe3691284,tally_mJOVB7,8,WTP,1.8 Через сколько после возникновения симптомов Вы приводите ребенка к врачу?,single,1,1,verified,ready,,
q_e3ca4413a95d,tally_mJOVB7,9,other,xX7bjJ,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_26b1dda78f29,tally_mJOVB7,10,frequency,1.9. Как часто Вы водите ребенка в клиники?,single,1,1,verified,ready,,
q_3e31b4978549,tally_mJOVB7,11,other,Водители ли ребенка,single,1,1,verified,adapt,,
q_2b5e5c2ba6f2,tally_mJOVB7,12,behavior,2.1 Какой тип частных клиник Вы чаще всего выбираете для своих детей?,single,1,1,verified,ready,,
q_c8ca0f39fc9c,tally_mJOVB7,13,other,2.2 Каким врачам в частных клиниках вы водили ребенка в течение последнего года?,multi,1,1,verified,adapt,,
q_1767663cabfd,tally_mJOVB7,14,other,QKq9MA,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_c9097dae10ad,tally_mJOVB7,15,scenario,"2.3 Отметьте, пожалуйста, какую клинику Вы выбрали, когда водили ребенка к врачу",matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_2d4301e1ca0d,tally_mJOVB7,16,factor,"2.4 Оцените важность следующих характеристик при выборе частной клиники для Вашего ребенка от 1 до 5 (1 - незначительный фактор, 5 - самый значительный)",matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_d54c89f56ec0,tally_mJOVB7,17,awareness,2.5 Какие клиники Вы знаете (Перечислите через запятую),single,1,1,verified,ready,,
q_6f4543a922df,tally_mJOVB7,18,other,2.6 В какие клиники Вы водите своих детей? (Перечислите через запятую),single,1,1,verified,adapt,,
q_f0b376c82cdf,tally_mJOVB7,19,other,2.7 Какие клиники Вы считаете лучшими для детей? (Перечислите через запятую),single,1,1,verified,adapt,,
q_b54e77633c64,tally_mJOVB7,20,scenario,"2.8 Какие переживания или страхи возникают у Вас, когда выбираете частную клинику для ребенка?",multi,1,1,verified,ready,,
q_3ed172f76f12,tally_mJOVB7,21,other,b5MR92,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_52d64bec49d4,tally_mJOVB7,22,demographics,2.9 Какими источниками инфомрации Вы пользуетесь при выборе медицинской клиники дл вашего ребенка?,single,1,1,verified,adapt,,
q_ab4839aaf574,tally_mJOVB7,23,other,BzYoKA,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_cf65dac325df,tally_mJOVB7,24,demographics,"3.1 Как вы дейcтвуете после получения рекомендаций или заключения врача, которые даются для вашего ребенка в медицинском центре?",open,1,1,verified,adapt,,
q_af5aa69d9fce,tally_mJOVB7,25,other,"3.2 Приводите ли Вы ребенка на прием ко врачу после того, как курс лечения пройден?",single,1,1,verified,adapt,,
q_0c163851ab6c,tally_mJOVB7,26,trust,3.3 Какую детскую клинику Вы бы порекомендовали своим друзьям/знакомым?,numeric,1,1,verified,ready,,
q_70b9aee41742,tally_mJOVB7,27,other,По 10 бальной,unknown,0,0,verified,adapt,,
q_95fad04a6f5e,tally_mJOVB7,28,trust,"3.4 Насколько вероятно (от 1 до 10), что Вы порекомендуете клинику DFC для детей своих знакомых/родственников",numeric,1,1,verified,ready,,
q_9eaac33b1dde,tally_mJOVB7,29,other,"3.5 Что, по Вашему мнению, могло бы увеличить вашу оценку?",single,1,1,verified,adapt,,
q_8ec04f3f4351,tally_mJOVB7,30,demographics,4.1 Какая детская клиника в городе предлагает самые доступные цены?,single,1,1,verified,adapt,,
q_69708f320170,tally_mJOVB7,31,demographics,4.2 Какая клиника в городе предлагает самый широкий ассортимент услуг? (Возможность посетить врачей различных направлений и т.д.),single,1,1,verified,adapt,,
q_1cf702dc086c,tally_mJOVB7,32,demographics,4.3 В какой клинике в городе используется наиболее современное оборудование и предоставляются передовые услуги?,single,1,1,verified,adapt,,
q_70a9cf2d855b,tally_mJOVB7,33,demographics,"4.4 Какая клиника в городе предлагает лучший сервис? (Вежливый персонал, профессиональные врачи, современный интерьер, чистота клиники и т.д.)",single,1,1,verified,adapt,,
q_9992ac26d1de,tally_mJOVB7,34,demographics,4.5 Какая клиника в городе наиболее оперативно обслуживает пациентов?,single,1,1,verified,adapt,,
q_c6c1d9b09ead,tally_mJOVB7,35,other,4.6 Посещение какой клиники вы считаете наиболее удобным?,single,1,1,verified,adapt,,
q_dcd597efd698,tally_mJOVB7,36,WTP,5.1 Сколько у Вас детей?,matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_7065b2b38cc8,tally_mJOVB7,37,demographics,5.2 Каких возрастов ваши дети?,numeric,1,1,verified,adapt,,
q_507ef356aea1,tally_mJOVB7,38,other,Водители ли младенцев на физиотерапию (гидромассаж/массаж)?,unknown,0,0,verified,adapt,,
q_8e73e71e1bd9,tally_mJOVB7,39,screening,Знаете ли вы про абонементы с выездом на дом для младенцев DFC?,unknown,0,0,verified,ready,,
q_c1da14d002f2,tally_mJOVB7,40,demographics,Готовы бы были воспользоваться такой услугой?,unknown,0,0,verified,adapt,,
q_6e86e59adfc1,tally_mJOVB7,41,demographics,Готовы бы были воспользоваться такой услугой в рассрочку?,unknown,0,0,verified,adapt,,
q_36d7585bec6a,tally_mJOVB7,42,behavior,"Что на ваш взгляд должно входить в такой абонемент? (например, осмотр на дому, экстренные осмотры в клинике, сбор анализов на дому и т.д.)",unknown,0,0,verified,ready,,
q_d83a6e4ee5eb,tally_mJOVB7,43,demographics,По какой причине не хотите пользоваться услугой?,unknown,0,0,verified,adapt,,
q_6a9de5dee733,tally_mJOVB7,44,demographics,"5.3 Укажите, пожалуйста, уровень дохода Вашей семьи в месяц",single,1,1,verified,adapt,,
q_0277692fae0f,tally_mJOVB7,45,demographics,5.4 Укажите ваш возраст,numeric,1,1,verified,adapt,,
q_b25fea0b4695,tally_mJOVB7,46,demographics,5.5 Укажите ваш пол,single,1,1,verified,adapt,,
q_e93fb573ecdd,tally_nGNppz,1,screening,Являетесь ли вы клиентом нашего автосервиса?,single,102,2,verified,ready,,
q_e116e4f5bd3b,tally_nGNppz,2,frequency,Как часто вы обслуживаете автомобиль в автосервисе?,single,104,7,verified,ready,,
q_984640522547,tally_nGNppz,3,demographics,Ваш возраст,single,106,7,verified,adapt,,
q_bbd3630debaf,tally_nGNppz,4,demographics,Ваш пол,single,106,2,verified,adapt,,
q_4ca89ffcd1f4,tally_nGNppz,5,demographics,Ваш средний ежемесячный доход,single,106,4,verified,adapt,,
q_4ba1c95e409b,tally_nGNppz,6,WTP,Какой тип автомобиля вы водите? (можно выбрать несколько),single,106,10,verified,ready,,
q_687313aec4ea,tally_nGNppz,7,other,Какого типа ваш автомобиль?,single,106,2,verified,adapt,,
q_618c8510591e,tally_nGNppz,8,other,Какого производства ваш автомобиль?,unknown,0,0,verified,adapt,,
q_67211ce9f92b,tally_nGNppz,9,channel,Какие обстоятельства побудили вас обратиться в наш автосервис или магазин? (можно выбрать несколько),multi,104,41,verified,ready,,
q_6dde9204f2d5,tally_nGNppz,10,barrier,Что послужило основной причиной для первого обращения в наш автосервис или магазин,single,104,11,verified,ready,,
q_e3c4a26abbc4,tally_nGNppz,11,channel,Как вы узнаете информацию об автосервисах или магазинах автозапчастей? (можно выбрать несколько вариантов),multi,104,23,verified,ready,,
q_f301536cf63f,tally_nGNppz,12,WTP,Кто чаще всего обслуживание ваш автомобиль? (можно выбрать несколько),single,106,5,verified,ready,,
q_e6e9bc7bfe11,tally_nGNppz,13,demographics,Какими услугами вы пользовались в нашем автосервисе и магазине? (можно выбрать несколько),multi,104,45,verified,adapt,,
q_a885bbb5a12c,tally_nGNppz,14,channel,Покупаете ли вы запчасти в нашем магазине?,single,105,5,verified,ready,,
q_937837715b62,tally_nGNppz,15,channel,Какие товары и запчасти вы покупали в нашем магазине?,multi,98,90,verified,ready,,
q_ea9e8a7c574a,tally_nGNppz,16,barrier,Почему вы не покупаете запчасти в нашем магазине?,single,4,3,verified,ready,,
q_6a5a567c66ab,tally_nGNppz,17,WTP,Какие марки и типы запчастей вы обычно ищите? (можно выбрать несколько),multi,103,38,verified,ready,,
q_7cfacbbcae3e,tally_nGNppz,18,factor,"Оцените по шкале от 1 до 5 следующие факторы выбора магазина или автосервиса, где 1 - совсем не важно, 5 - очень важно",matrix,105,90,reconstructed,source_check,,matrix/UUID needs form schema
q_0f4fd54e6086,tally_nGNppz,19,channel,Что бы вы улучшили в нашем магазине/автосервисе? (можно выбрать несколько),multi,105,45,verified,ready,,
q_5a44eb515568,tally_nGNppz,20,channel,Какой автосервис и магазин автозапчастей вам кажется самым доступным по цене?,multi,104,26,verified,ready,,
q_9d1a5330f845,tally_nGNppz,21,channel,"Какой автосервис и магазин, на ваш взгляд, предлагает самый широкий спектр услуг по обслуживанию и ремонту автомобиля?",multi,104,26,verified,ready,,
q_51cfb7d5e36d,tally_nGNppz,22,channel,"Какой автосервис и магазин, на ваш взгляд, предлагает самый широкий выбор запчастей на автомобили разных марок (Toyota, BMW, Kia, Hyundai)?",multi,104,25,verified,ready,,
q_1d420e277ada,tally_nGNppz,23,channel,"Какой автосервис и магазин, на ваш взгляд, предлагает самое большое количество видов  запчастей (Оригинальные товары, Аналоги, Бюджетные варианты)?",multi,105,31,verified,ready,,
q_500ac255c35a,tally_nGNppz,24,channel,Какой автосервис и магазин вам кажется самым быстрым в обслуживании?,multi,105,27,verified,ready,,
q_cd40c661b9d3,tally_nGNppz,25,demographics,Какой автосервис и магазин вам кажется наиболее удобным по расположению?,multi,105,30,verified,adapt,,
q_04cdfef9b2da,tally_nGNppz,26,channel,"В каком автосервисе и магазине вам лучше всего помогают подобрать товар, благодаря профессионализму консультанта?",multi,105,26,verified,ready,,
q_94740626f1b8,tally_nGNppz,27,channel,В каком автосервисе и магазине вам комфортнее всего ожидать завершения работ?,multi,105,24,verified,ready,,
q_e455b994a284,tally_nGNppz,28,channel,"В каком автосервисе и магазине наиболее удобные цифровые сервисы (онлайн-запись, общение с мастером в мессенджерах, уведомления о статусе ремонта)?",multi,104,24,verified,ready,,
q_5c4c6093ecd2,tally_nGNppz,29,barrier,Почему вы перестали обращаться в наш автосервис и магазин?,multi,103,14,verified,ready,,
q_ac0bb1ff54dd,tally_nGNppz,30,channel,Какие другие автосервисы и магазины автозапчастей вы знаете?,multi,104,50,verified,ready,,
q_580c09e2bbd5,tally_nGNppz,31,channel,В какие автосервисы и магазины вы обращаетесь?,multi,104,39,verified,ready,,
