survey_id,project,survey_type,category,geography,field_date,sample_n,question_count,platform,primary_raw_file_id,raw_file,recovery_status,reuse_value,families,answer_types,notes
tally_wveKg8,Опрос-исследование опыта использования программ лояльности (копия),B2C Choice,loyalty,,,1,10,Tally,raw_0142,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (копия) [wveKg8].csv,partly_reconstructed,low,demographics:4;other:3;factor:2;awareness:1,open:4;single:3;matrix:2;multi:1,incremental_ingest_2026-06-04_2
tally_nPzgVe,Исследование опыта сотрудников _Вита_,EVP Employer,HR/EVP,,,106,25,Tally,raw_0143,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта сотрудников _Вита_ [nPzgVe].csv,partly_reconstructed,medium,WTP:8;demographics:7;other:4;factor:4;scenario:1;open:1,matrix:12;single:10;open:2;multi:1,incremental_ingest_2026-06-04_2
tally_lbBK7W,ЛМ. Исследование 2,B2C Choice,healthcare,,,39,45,Tally,raw_0144,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ЛМ. Исследование 2 [lbBK7W].csv,unreliable,low,other:24;demographics:9;factor:3;WTP:2;open:1;scenario:1;channel:1;consideration:1;trust:1;behavior:1;barrier:1,single:19;multi:16;unknown:8;matrix:1;open:1,incremental_ingest_2026-06-04_2
tally_nG9bOz,Опрос-исследование опыта использования программ лояльности у партнеров,Internal Employee,HR/EVP,,,13,29,Tally,raw_0145,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта использования программ лояльности у партнеров [nG9bOz].csv,partly_reconstructed,low,other:19;demographics:6;factor:2;barrier:1;awareness:1,single:14;numeric:9;multi:3;open:2;matrix:1,incremental_ingest_2026-06-04_2
tally_mO0odR,Сибагро. Опрос внешний (Бурятия),EVP Employer,HR/EVP,,,110,16,Tally,raw_0146,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Бурятия) [mO0odR].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:8;open:5;numeric:1;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_mJzgbo,Опрос от компании СпортАвто,B2C Choice,auto/mobility,,,25,30,Tally,raw_0147,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос от компании СпортАвто [mJzgbo].csv,partly_reconstructed,low,other:8;channel:7;demographics:6;factor:3;screening:2;WTP:2;frequency:2,single:17;matrix:6;open:6;multi:1,incremental_ingest_2026-06-04_2
tally_3jxL0J,Термекс. Внутренний опрос. (Турецкий),Internal Employee,HR/EVP,,,9,25,Tally,raw_0148,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Термекс. Внутренний опрос. (Турецкий) [3jxL0J].csv,partly_reconstructed,low,other:25,matrix:12;single:10;multi:1;unknown:1;numeric:1,incremental_ingest_2026-06-04_2
tally_mDkWEq,Исследование опыта соискателей,EVP Employer,HR/EVP,,,73,14,Tally,raw_0149,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей [mDkWEq].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:7;open:5;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wbrkbg,"Currency Exchange Survey, USA",B2C Choice,finance,,,105,71,Tally,raw_0150,"/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Currency Exchange Survey, USA [wbrkbg].csv",partly_reconstructed,medium,other:71,numeric:39;unknown:12;single:10;open:8;multi:2,incremental_ingest_2026-06-04_2
tally_w7DzMR,Ника дент. Тестирование для сотрудников,EVP Employer,HR/EVP,,,59,33,Tally,raw_0151,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Ника дент. Тестирование для сотрудников [w7DzMR].csv,partly_reconstructed,medium,other:11;WTP:8;demographics:7;factor:3;open:2;scenario:2,matrix:19;single:12;open:1;numeric:1,incremental_ingest_2026-06-04_2
tally_nG15KO,Survey about trading robots_AI assistants,B2C Choice,finance,,,2,27,Tally,raw_0152,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Survey about trading robots_AI assistants [nG15KO].csv,partly_reconstructed,low,other:27,single:17;multi:5;matrix:3;unknown:1;numeric:1,incremental_ingest_2026-06-04_2
tally_waYJEE,Анкета Бани ОАЭ (на АРАБ),B2C Choice,unknown,,,50,53,Tally,raw_0153,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета Бани ОАЭ (на АРАБ) [waYJEE].csv,partly_reconstructed,medium,other:53,single:18;matrix:14;multi:11;unknown:6;open:4,incremental_ingest_2026-06-04_2
tally_wQAZpG,Октобанк диджитал,B2C Choice,finance,,,32,71,Tally,raw_0154,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Октобанк диджитал [wQAZpG].csv,partly_reconstructed,low,demographics:34;other:16;channel:7;WTP:5;scenario:4;open:1;behavior:1;factor:1;awareness:1;frequency:1,single:44;multi:10;unknown:10;matrix:6;numeric:1,incremental_ingest_2026-06-04_2
tally_w4KYOk,Опрос-исследование опыта использования программ лояльности (short),B2C Choice,loyalty,,,23,10,Tally,raw_0155,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта использования программ лояльности (short) [w4KYOk].csv,partly_reconstructed,low,demographics:6;other:2;factor:2,single:7;matrix:2;open:1,incremental_ingest_2026-06-04_2
tally_woREgN,Исследование опыта соискателей Ульяновск,EVP Employer,HR/EVP,,,72,14,Tally,raw_0156,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей Ульяновск [woREgN].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:9;unknown:2;open:1;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_meaGo0,Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Валерий),Event Conference,event/conference,,,85,52,Tally,raw_0157,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Валерий) [meaGo0].csv,partly_reconstructed,medium,open:16;other:15;demographics:6;factor:4;frequency:2;WTP:2;barrier:2;behavior:2;channel:2;awareness:1,single:23;multi:13;unknown:10;open:4;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_w2a66e,Исследование опыта соискателей Йошкар Ола,EVP Employer,HR/EVP,,,57,14,Tally,raw_0158,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей Йошкар Ола [w2a66e].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:9;open:2;multi:1;unknown:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wkExVM,Опрос-исследование употребления водки,B2C Choice,food/FMCG,,,76,22,Tally,raw_0159,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование употребления водки [wkExVM].csv,unreliable,medium,other:14;demographics:4;behavior:3;scenario:1,single:11;multi:10;unknown:1,incremental_ingest_2026-06-04_2
tally_3NlZZ0,Исследование опыта соискателей Чебоксары,EVP Employer,HR/EVP,,,51,14,Tally,raw_0160,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей Чебоксары [3NlZZ0].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:10;open:1;multi:1;unknown:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wQeQQY,Исследование опыта соискателей Ижевск,EVP Employer,HR/EVP,,,71,14,Tally,raw_0161,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей Ижевск [wQeQQY].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:10;open:1;multi:1;unknown:1;matrix:1,incremental_ingest_2026-06-04_2
tally_mK19eM,Опрос-исследование опыта посещения ресторанов,B2C Choice,food/FMCG,,,102,22,Tally,raw_0162,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта посещения ресторанов [mK19eM].csv,partly_reconstructed,medium,demographics:9;other:6;open:4;behavior:1;WTP:1;screening:1,single:13;multi:5;matrix:2;unknown:1;open:1,incremental_ingest_2026-06-04_2
tally_31dDqg,DMC анкета опросов (3),B2C Choice,healthcare,,,1,41,Tally,raw_0163,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/DMC анкета опросов (3) [31dDqg].csv,partly_reconstructed,low,demographics:12;other:11;behavior:7;scenario:4;frequency:2;factor:2;barrier:1;awareness:1;screening:1,single:31;unknown:6;open:1;multi:1;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_nWvWrQ,ПВ. Интервью обычные,B2B2C,construction/materials,,,46,17,Tally,raw_0164,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ПВ. Интервью обычные [nWvWrQ].csv,verified,low,other:9;channel:2;awareness:1;behavior:1;switching:1;trust:1;barrier:1;demographics:1,open:16;numeric:1,incremental_ingest_2026-06-04_2
tally_m6d4Qk,Опрос неклиентов BOS,B2C Choice,food/FMCG,,,1,7,Tally,raw_0165,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос неклиентов BOS [m6d4Qk].csv,verified,low,other:2;barrier:1;WTP:1;open:1;factor:1;behavior:1,numeric:4;single:2;unknown:1,incremental_ingest_2026-06-04_2
tally_mRRAdj,Функции сервисов для молодежи.,B2C Choice,youth/services,,,89,5,Tally,raw_0166,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Функции сервисов для молодежи. [mRRAdj].csv,partly_reconstructed,medium,other:3;demographics:2,single:3;matrix:2,incremental_ingest_2026-06-04_2
tally_wbxXa1,Анкета Бани ОАЭ (на АНГЛ),B2C Choice,fitness/wellness,,,57,53,Tally,raw_0167,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета Бани ОАЭ (на АНГЛ) [wbxXa1].csv,partly_reconstructed,medium,other:53,single:14;matrix:14;multi:11;open:8;unknown:6,incremental_ingest_2026-06-04_2
tally_mJOVB7,Количественное исследование DFC Kids,B2C Choice,healthcare,,,1,46,Tally,raw_0168,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Количественное исследование DFC Kids [mJOVB7].csv,partly_reconstructed,low,other:17;demographics:15;behavior:3;frequency:2;WTP:2;scenario:2;trust:2;factor:1;awareness:1;screening:1,single:22;unknown:12;numeric:5;matrix:4;multi:2;open:1,incremental_ingest_2026-06-04_2
tally_nGNppz,ИнгАвто. Анкета по клиентам,B2C Choice,auto/mobility,,,106,32,Tally,raw_0169,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ИнгАвто. Анкета по клиентам [nGNppz].csv,partly_reconstructed,medium,channel:15;demographics:5;WTP:3;other:3;barrier:3;screening:1;frequency:1;factor:1,multi:19;single:11;unknown:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wkRWzd,Анкета клиентов пекарни _Румяный каравай_,B2C Choice,food/FMCG,,,7,45,Tally,raw_0170,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета клиентов пекарни _Румяный каравай_ [wkRWzd].csv,partly_reconstructed,low,other:23;demographics:5;channel:3;factor:3;scenario:2;frequency:2;WTP:2;behavior:2;awareness:1;barrier:1;open:1,single:25;unknown:8;matrix:5;multi:5;numeric:2,incremental_ingest_2026-06-04_2
tally_mYGqV5,Опрос-исследование опыта использования программ лояльности,B2C Choice,loyalty,,,10,32,Tally,raw_0171,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта использования программ лояльности [mYGqV5].csv,partly_reconstructed,low,other:15;demographics:9;factor:3;trust:2;channel:1;open:1;WTP:1,single:17;multi:7;matrix:5;unknown:2;numeric:1,incremental_ingest_2026-06-04_2
tally_n9lko4,Сибагро. Опрос внешний (Екатеринбург),EVP Employer,HR/EVP,,,69,16,Tally,raw_0172,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Екатеринбург) [n9lko4].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:7;open:6;numeric:1;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_3jlB04,Опрос для неклиентов “Доктор Борменталь” (офлайн),B2C Choice,healthcare,,,1,44,Tally,raw_0173,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос для неклиентов “Доктор Борменталь” (офлайн) [3jlB04].csv,partly_reconstructed,low,demographics:14;other:14;open:5;factor:5;barrier:2;channel:1;scenario:1;frequency:1;WTP:1,single:22;unknown:9;numeric:5;matrix:4;multi:3;open:1,incremental_ingest_2026-06-04_2
tally_nP2XDV,Анкета для оценки качества стоматологических услуг клиники _Менделеев_,B2C Choice,healthcare,,,50,31,Tally,raw_0174,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для оценки качества стоматологических услуг клиники _Менделеев_ [nP2XDV].csv,partly_reconstructed,medium,other:10;behavior:5;demographics:5;barrier:4;factor:2;trust:2;frequency:1;awareness:1;scenario:1,multi:13;single:13;open:2;unknown:1;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_mZOXvV,AutoA Sellers,B2B2C,auto/mobility,,,90,30,Tally,raw_0175,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/AutoA Sellers [mZOXvV].csv,partly_reconstructed,medium,other:30,single:16;open:10;multi:3;numeric:1,incremental_ingest_2026-06-04_2
tally_mV5Kd6,Анализ рынка СПА,B2C Choice,fitness/wellness,,,1,56,Tally,raw_0176,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анализ рынка СПА [mV5Kd6].csv,partly_reconstructed,low,other:34;behavior:8;demographics:3;channel:3;frequency:2;WTP:2;open:1;scenario:1;barrier:1;factor:1,single:32;matrix:14;unknown:9;multi:1,incremental_ingest_2026-06-04_2
tally_3ENl5X,Опрос ИНГАВТО_ Количественное исследование предпочтений и факторов выбора при оф,B2C Choice,finance,,,13,42,Tally,raw_0177,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос ИНГАВТО_ Количественное исследование предпочтений и факторов выбора при оф [3ENl5X].csv,partly_reconstructed,low,other:11;demographics:10;channel:9;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,single:26;multi:8;unknown:4;matrix:3;numeric:1,incremental_ingest_2026-06-04_2
tally_0QEjbP,Анкета для исследования спроса на новое заведение «Уйде» (заведение №3 — гастроб,B2C Choice,food/FMCG,,,102,22,Tally,raw_0178,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для исследования спроса на новое заведение «Уйде» (заведение №3 — гастроб [0QEjbP].csv,partly_reconstructed,medium,other:13;WTP:3;factor:2;demographics:2;frequency:1;scenario:1,single:12;multi:4;unknown:3;open:2;matrix:1,incremental_ingest_2026-06-04_2
tally_wAVg8e,Ringo. Հարցաթերթիկ ոչհաճախորդների համար,B2C Choice,food/FMCG,,,112,45,Tally,raw_0179,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Ringo. Հարցաթերթիկ ոչհաճախորդների համար [wAVg8e].csv,partly_reconstructed,medium,other:44;demographics:1,open:13;matrix:12;single:10;multi:6;unknown:4,incremental_ingest_2026-06-04_2
tally_mVza4g,Опрос-исследование о предпочтениях в выборе хоккейных клюшек (моя ссылка),Event Conference,event/conference,,,15,52,Tally,raw_0180,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек (моя ссылка) [mVza4g].csv,partly_reconstructed,low,open:16;other:15;demographics:6;factor:4;frequency:2;WTP:2;barrier:2;behavior:2;channel:2;awareness:1,single:30;multi:12;unknown:8;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_nW0P8P,Анкета для опроса клиентов магазинов бытовой техники.,B2C Choice,home/electronics,,,100,46,Tally,raw_0181,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для опроса клиентов магазинов бытовой техники. [nW0P8P].csv,unreliable,medium,other:19;channel:13;demographics:6;factor:2;WTP:2;barrier:1;frequency:1;screening:1;trust:1,single:20;matrix:12;multi:4;unknown:4;numeric:3;open:3,incremental_ingest_2026-06-04_2
tally_3yd4MB,Опрос Моби Кинг_ Количественное исследование предпочтений и факторов выбора при,B2C Choice,finance,,,70,42,Tally,raw_0182,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос Моби Кинг_ Количественное исследование предпочтений и факторов выбора при [3yd4MB].csv,partly_reconstructed,medium,other:11;demographics:10;channel:9;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,open:12;unknown:11;single:10;multi:4;matrix:3;numeric:2,incremental_ingest_2026-06-04_2
tally_wQ0ZOk,Сибагро. Опрос внешний (Красноярск),EVP Employer,HR/EVP,,,87,16,Tally,raw_0183,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Красноярск) [wQ0ZOk].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:8;open:5;numeric:1;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wbWM6L,Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Ира),Event Conference,event/conference,,,71,52,Tally,raw_0184,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование о предпочтениях в выборе хоккейных клюшек (Ира) [wbWM6L].csv,partly_reconstructed,medium,open:16;other:15;demographics:6;factor:4;frequency:2;WTP:2;barrier:2;behavior:2;channel:2;awareness:1,single:30;multi:13;open:4;unknown:3;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_mKL0gX,Анкета Анализ ожиданий соискателей,EVP Employer,HR/EVP,,,61,15,Tally,raw_0185,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета Анализ ожиданий соискателей [mKL0gX].csv,partly_reconstructed,medium,other:6;demographics:4;consideration:2;factor:1;awareness:1;screening:1,single:7;multi:4;open:2;numeric:1;matrix:1,incremental_ingest_2026-06-04_2
tally_3y4KB6,МЕТА. Опросы,B2C Choice,food/FMCG,,,32,67,Tally,raw_0186,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/МЕТА. Опросы [3y4KB6].csv,partly_reconstructed,low,other:41;demographics:12;behavior:5;screening:2;trust:2;frequency:1;factor:1;channel:1;awareness:1;barrier:1,single:45;multi:10;unknown:8;matrix:2;open:2,incremental_ingest_2026-06-04_2
tally_wdPYyA,[ENG] Anonymous research on factors influencing the choice of private school,B2C Choice,education,,,4,64,Tally,raw_0187,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/[ENG] Anonymous research on factors influencing the choice of private school [wdPYyA].csv,unreliable,low,other:64,single:38;unknown:15;multi:7;numeric:3;matrix:1,incremental_ingest_2026-06-04_2
tally_wodBLO,"Currency exchange survey,Poland",B2C Choice,finance,,,100,70,Tally,raw_0188,"/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Currency exchange survey,Poland [wodBLO].csv",partly_reconstructed,medium,other:70,numeric:39;unknown:12;multi:10;single:9,incremental_ingest_2026-06-04_2
tally_wQ5W2Y,Анкета Бани ОАЭ (на 4 языках),B2C Choice,fitness/wellness,,,1,53,Tally,raw_0189,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета Бани ОАЭ (на 4 языках) [wQ5W2Y].csv,partly_reconstructed,low,other:32;behavior:8;channel:3;demographics:2;frequency:2;WTP:2;open:1;scenario:1;barrier:1;factor:1,single:30;matrix:14;unknown:6;multi:3,incremental_ingest_2026-06-04_2
tally_wgGpyK,Опрос-исследование сценариев употребления водки,B2C Choice,food/FMCG,,,67,9,Tally,raw_0190,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование сценариев употребления водки [wgGpyK].csv,verified,medium,other:6;demographics:2;scenario:1,multi:9,incremental_ingest_2026-06-04_2
tally_w4N6dB,Анкета. Смокинг шоп,B2C Choice,home/electronics,,,3,34,Tally,raw_0191,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета. Смокинг шоп [w4N6dB].csv,partly_reconstructed,low,channel:21;demographics:5;other:2;frequency:2;factor:2;behavior:1;open:1,single:22;multi:6;matrix:4;unknown:2,incremental_ingest_2026-06-04_2
tally_3yYaQB,Этажи. Гайд глубинных интервью,Event Conference,event/conference,,,45,46,Tally,raw_0192,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Этажи. Гайд глубинных интервью [3yYaQB].csv,verified,low,demographics:15;other:14;WTP:7;screening:3;factor:2;scenario:1;switching:1;consideration:1;behavior:1;barrier:1,single:31;open:9;multi:6,incremental_ingest_2026-06-04_2
tally_kdNXoM,Опрос-исследование опыта использования слуховых аппаратов,B2C Choice,food/FMCG,,,3,39,Tally,raw_0193,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос-исследование опыта использования слуховых аппаратов [kdNXoM].csv,partly_reconstructed,low,other:17;demographics:4;channel:3;scenario:3;WTP:2;consideration:2;factor:2;frequency:2;screening:1;barrier:1;awareness:1;trust:1,single:27;multi:9;matrix:2;numeric:1,incremental_ingest_2026-06-04_2
tally_meagPx,Hamkorbank МСБ,Internal Employee,HR/EVP,,,40,47,Tally,raw_0194,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Hamkorbank МСБ [meagPx].csv,partly_reconstructed,low,demographics:20;other:10;factor:6;open:2;trust:2;WTP:2;scenario:2;screening:1;frequency:1;channel:1,single:20;multi:17;matrix:8;unknown:2,incremental_ingest_2026-06-04_2
tally_3xQAzv,Анонимное исследование факторов выбора частной школы,B2C Choice,education,,,90,64,Tally,raw_0195,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анонимное исследование факторов выбора частной школы [3xQAzv].csv,unreliable,medium,other:37;demographics:12;barrier:3;open:2;behavior:2;WTP:2;factor:2;scenario:1;channel:1;awareness:1;frequency:1,single:48;multi:7;open:3;numeric:3;unknown:2;matrix:1,incremental_ingest_2026-06-04_2
tally_Y5jV7N,ЛМ. Исследование 1,B2C Choice,healthcare,,,19,45,Tally,raw_0196,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ЛМ. Исследование 1 [Y5jV7N].csv,unreliable,low,other:24;demographics:9;factor:3;WTP:2;open:1;scenario:1;channel:1;consideration:1;trust:1;behavior:1;barrier:1,multi:16;single:15;unknown:12;open:1;matrix:1,incremental_ingest_2026-06-04_2
tally_mYGYV0,AUTOA,B2C Choice,unknown,,,110,53,Tally,raw_0197,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/AUTOA [mYGYV0].csv,partly_reconstructed,medium,other:53,single:21;open:17;numeric:9;multi:6,incremental_ingest_2026-06-04_2
tally_woMYJO,Анкета ЦЗЗ,B2C Choice,finance,,,16,13,Tally,raw_0198,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета ЦЗЗ [woMYJO].csv,verified,low,other:6;scenario:3;demographics:2;screening:1;consideration:1,single:11;open:2,incremental_ingest_2026-06-04_2
tally_n0epJ0,Hamkorbank B2C,B2C Choice,food/FMCG,,,31,50,Tally,raw_0199,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Hamkorbank B2C [n0epJ0].csv,partly_reconstructed,low,demographics:28;other:8;WTP:4;channel:3;scenario:2;frequency:2;open:1;factor:1;trust:1,multi:26;single:13;matrix:7;numeric:4,incremental_ingest_2026-06-04_2
