issue_id,survey_id,question_id,issue_type,severity,description,action
ri_06aac477694c,tally_mO0Gxg,q_06aac477694c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_999324e6420d,tally_mO0Gxg,q_999324e6420d,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_92026abc7d25,tally_mO0Gxg,q_92026abc7d25,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_da9a4ed47919,tally_mO0Gxg,q_da9a4ed47919,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_63221690a15f,tally_mO0Gxg,q_63221690a15f,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_71e85fce9759,tally_mO0Gxg,q_71e85fce9759,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_343c313d60ba,tally_mVbAdJ,q_343c313d60ba,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_002426d0dbda,tally_mVbAdJ,q_002426d0dbda,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_8b5134538e79,tally_mVbAdJ,q_8b5134538e79,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_1cd97d4f4faf,tally_mVbAdJ,q_1cd97d4f4faf,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_01bdef0611d1,tally_mR5L8p,q_01bdef0611d1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_061ba7739559,tally_mR5L8p,q_061ba7739559,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_34dfd5fd1313,tally_mR5L8p,q_34dfd5fd1313,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_43acb23237ed,tally_mR5L8p,q_43acb23237ed,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_2578feafb72b,tally_mR5L8p,q_2578feafb72b,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e4fe69965d1c,tally_mR5L8p,q_e4fe69965d1c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_f1c52a9866bd,tally_mR5L8p,q_f1c52a9866bd,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_a7dbed7289fd,tally_mR5L8p,q_a7dbed7289fd,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_6dfa8d37280c,tally_mR5L8p,q_6dfa8d37280c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d388f6fa91bf,tally_mR5L8p,q_d388f6fa91bf,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_aefb0c54238a,tally_mR5L8p,q_aefb0c54238a,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_3528b10f7813,tally_mR5L8p,q_3528b10f7813,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_04dbd71655ea,tally_mR5L8p,q_04dbd71655ea,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_817417581e58,tally_mR5L8p,q_817417581e58,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_0a4f9f4f1c9c,tally_mR5L8p,q_0a4f9f4f1c9c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_1e921cf2f8a2,tally_GxKD0e,q_1e921cf2f8a2,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_a43fec6f6d12,tally_GxKD0e,q_a43fec6f6d12,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e88b33d6b715,tally_Zj8dZ5,q_e88b33d6b715,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_032608fb33d1,tally_Zj8dZ5,q_032608fb33d1,matrix_uuid_or_unreadable_label,high,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d51523d06794,tally_m6jGbB,q_d51523d06794,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_54fe4f078caa,tally_m6jGbB,q_54fe4f078caa,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c18e0fff0f82,tally_m6jGbB,q_c18e0fff0f82,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a762749c4487,tally_m6jGbB,q_a762749c4487,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_cf239964a80d,tally_m6jGbB,q_cf239964a80d,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_92fd6b7057ec,tally_m6jGbB,q_92fd6b7057ec,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_335982e6b1f0,tally_m6jGbB,q_335982e6b1f0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c8966a7808d6,tally_m6jGbB,q_c8966a7808d6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8569f52b2de6,tally_m6jGbB,q_8569f52b2de6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_375a9fd5a6c0,tally_m6jGbB,q_375a9fd5a6c0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5c6dad63175e,tally_m6jGbB,q_5c6dad63175e,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_37719794f7b4,tally_m6jGbB,q_37719794f7b4,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f2e335353e6c,tally_m6jGbB,q_f2e335353e6c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e56847a76cd5,tally_m6jGbB,q_e56847a76cd5,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f4b018f8d7dc,tally_m6jGbB,q_f4b018f8d7dc,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_2fec712a79c5,tally_m6jGbB,q_2fec712a79c5,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_891688c1d672,tally_m6jGbB,q_891688c1d672,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c0e86b214401,tally_m6jGbB,q_c0e86b214401,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_fbf561e54bf3,tally_m6jGbB,q_fbf561e54bf3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_422d0e39d50e,tally_m6jGbB,q_422d0e39d50e,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_be3e4efc8faf,tally_m6jGbB,q_be3e4efc8faf,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_1103efb87687,tally_m6jGbB,q_1103efb87687,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e4cbbe9fdb5a,tally_m6jGbB,q_e4cbbe9fdb5a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_46fd755fc867,tally_m6jGbB,q_46fd755fc867,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_7ef5703ccf25,tally_m6jGbB,q_7ef5703ccf25,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d731c3e72203,tally_m6jGbB,q_d731c3e72203,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_def6ce03fecb,tally_m6jGbB,q_def6ce03fecb,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c949bca50107,tally_m6jGbB,q_c949bca50107,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_577790cc27a6,tally_m6jGbB,q_577790cc27a6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b12fd2584e78,tally_w2k0VA,q_b12fd2584e78,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_713a205afafa,tally_w2k0VA,q_713a205afafa,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a1e798786946,tally_w2k0VA,q_a1e798786946,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_dba4988caf13,tally_w2k0VA,q_dba4988caf13,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b8641c360fb1,tally_w2k0VA,q_b8641c360fb1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_feb82f0b13d5,tally_w2k0VA,q_feb82f0b13d5,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ec919a54981b,tally_w2k0VA,q_ec919a54981b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_09a343cb63b3,tally_w2k0VA,q_09a343cb63b3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_570a463ef112,tally_w2k0VA,q_570a463ef112,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c5c183f7fdf8,tally_w2k0VA,q_c5c183f7fdf8,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3a76d1d18e09,tally_w2k0VA,q_3a76d1d18e09,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e4cd2492af98,tally_w2k0VA,q_e4cd2492af98,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_6751f5f543ce,tally_w2k0VA,q_6751f5f543ce,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_18cd77534184,tally_w2k0VA,q_18cd77534184,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_97ea7dfa5ad6,tally_w2k0VA,q_97ea7dfa5ad6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9d839596b980,tally_w2k0VA,q_9d839596b980,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9804a41dc1bc,tally_w2k0VA,q_9804a41dc1bc,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8994626321d6,tally_w2k0VA,q_8994626321d6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_6e9c473d64ff,tally_w2k0VA,q_6e9c473d64ff,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_a44368bc03a0,tally_w2k0VA,q_a44368bc03a0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_da3ba5f30b94,tally_w2k0VA,q_da3ba5f30b94,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_184ee259b7c6,tally_w2k0VA,q_184ee259b7c6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e8c875227cf0,tally_w2k0VA,q_e8c875227cf0,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c913c1330d00,tally_mYdZAd,q_c913c1330d00,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_1c58e551e5e6,tally_mYdZAd,q_1c58e551e5e6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5a18bbaed783,tally_mYdZAd,q_5a18bbaed783,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_2f7aa6f0dabf,tally_mYdZAd,q_2f7aa6f0dabf,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f7b487cb81fd,tally_mYdZAd,q_f7b487cb81fd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_7ef12395cbb6,tally_mYdZAd,q_7ef12395cbb6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_4ad62b75fdac,tally_mYdZAd,q_4ad62b75fdac,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c95ab9f2039f,tally_mYdZAd,q_c95ab9f2039f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_e291eb00568f,tally_mYdZAd,q_e291eb00568f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c12b58079e39,tally_mYdZAd,q_c12b58079e39,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_463315af2bf7,tally_mYdZAd,q_463315af2bf7,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_3b6d59c70761,tally_mYdZAd,q_3b6d59c70761,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_94381828d633,tally_mYdZAd,q_94381828d633,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ced73cefe002,tally_mYdZAd,q_ced73cefe002,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_597c6d993b1e,tally_mYdZAd,q_597c6d993b1e,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_72b55b4411bd,tally_mYdZAd,q_72b55b4411bd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d72a4a7e5c9b,tally_mYdZAd,q_d72a4a7e5c9b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d87869ab4fbb,tally_mYdZAd,q_d87869ab4fbb,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_6d63ab41fd52,tally_mYdZAd,q_6d63ab41fd52,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f8cddb0bd7bd,tally_mYdZAd,q_f8cddb0bd7bd,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_38eaecee658e,tally_mYdZAd,q_38eaecee658e,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_3a40e75f4234,tally_mYdZAd,q_3a40e75f4234,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_6fb1da300555,tally_mYdZAd,q_6fb1da300555,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_7c8ff1bb635a,tally_n9o71Y,q_7c8ff1bb635a,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_821721d685d8,tally_n9o71Y,q_821721d685d8,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ffba0c210d65,tally_n9o71Y,q_ffba0c210d65,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_5967420edce0,tally_n9o71Y,q_5967420edce0,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d9fba6b9d904,tally_n9o71Y,q_d9fba6b9d904,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ad1f3a17fb32,tally_n9o71Y,q_ad1f3a17fb32,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5bbb874e1211,tally_n9o71Y,q_5bbb874e1211,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_c89365146107,tally_mV8ZEj,q_c89365146107,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_001eb0e60278,tally_mV8ZEj,q_001eb0e60278,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ad5e40482d07,tally_mV8ZEj,q_ad5e40482d07,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_54e4bb828f69,tally_mV8ZEj,q_54e4bb828f69,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_cd203c079354,tally_mV8ZEj,q_cd203c079354,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_dfe558602649,tally_mV8ZEj,q_dfe558602649,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8a78dfa667f6,tally_mV8ZEj,q_8a78dfa667f6,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9c8bcfa6c52c,tally_mV8ZEj,q_9c8bcfa6c52c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ac12ae674728,tally_mV8ZEj,q_ac12ae674728,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5789318c62c3,tally_mV8ZEj,q_5789318c62c3,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_5aee7cafadc5,tally_mV8ZEj,q_5aee7cafadc5,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_eb2405a0bbf5,tally_mV8ZEj,q_eb2405a0bbf5,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_15547159869c,tally_mV8ZEj,q_15547159869c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_f23356180564,tally_mV8ZEj,q_f23356180564,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_b08f087a860a,tally_mV8ZEj,q_b08f087a860a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_20f237085d66,tally_mV8ZEj,q_20f237085d66,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_9a1b59e7c639,tally_mV8ZEj,q_9a1b59e7c639,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_8f2afddacce2,tally_mV8ZEj,q_8f2afddacce2,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d389bf56845b,tally_mV8ZEj,q_d389bf56845b,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_0279ef524c3f,tally_mV8ZEj,q_0279ef524c3f,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_93db0bfbcec1,tally_mV8ZEj,q_93db0bfbcec1,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_ea684146910a,tally_mV8ZEj,q_ea684146910a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_34fe58d08e30,tally_mV8ZEj,q_34fe58d08e30,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_166ff9c4779a,tally_mV8ZEj,q_166ff9c4779a,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_bb35a02ece05,tally_wvP1zl,q_bb35a02ece05,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_5c8ab1836c64,tally_mV8NjM,q_5c8ab1836c64,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_a8da9058c661,tally_mV8NjM,q_a8da9058c661,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d536c1024529,tally_mV8NjM,q_d536c1024529,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_72ed1cafc900,tally_mV8NjM,q_72ed1cafc900,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_271833a25baa,tally_mV8NjM,q_271833a25baa,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_badf84552923,tally_mV8NjM,q_badf84552923,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_d637029cbf41,tally_mV8NjM,q_d637029cbf41,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_061c0571c496,tally_mV8NjM,q_061c0571c496,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_cf4bfe92758b,tally_mV8NjM,q_cf4bfe92758b,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_f1e4ee8e9622,tally_mV8NjM,q_f1e4ee8e9622,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_6f8593ee6dda,tally_mV8NjM,q_6f8593ee6dda,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_0eae7c490b9d,tally_mV8NjM,q_0eae7c490b9d,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_2964e417fb55,tally_wA8jKB,q_2964e417fb55,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_17141a755dd1,tally_wA8jKB,q_17141a755dd1,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_7a9aaaef851f,tally_wA8jKB,q_7a9aaaef851f,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_1ea648eb40ec,tally_wA8jKB,q_1ea648eb40ec,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_921c158f20dd,tally_wA8jKB,q_921c158f20dd,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_c75cfa8019f5,tally_wA8jKB,q_c75cfa8019f5,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_e02d7ad3c38c,tally_wA8jKB,q_e02d7ad3c38c,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_62a29d929f21,tally_wA8jKB,q_62a29d929f21,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_f83dd5934f6f,tally_wA8jKB,q_f83dd5934f6f,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_860c6d924dc9,tally_wA8jKB,q_860c6d924dc9,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_930e3f98fcf3,tally_wA8jKB,q_930e3f98fcf3,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_fabb014006e1,tally_wA8jKB,q_fabb014006e1,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_494a6ab3436e,tally_w4p4er,q_494a6ab3436e,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
ri_bb07097c588c,tally_w4p4er,q_bb07097c588c,unreliable_or_reconstructed_question,high,Question label or answer mapping is not fully reliable.,request Tally form schema / export with readable labels
ri_d116afcc2bf2,tally_w4p4er,q_d116afcc2bf2,matrix_uuid_or_unreadable_label,medium,Question/answers need original form schema before reliable metrics/clustering.,request Tally form schema / export with readable labels
