pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_38ecb1148b58,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды продуктов для наращивания ресниц, на ваш взгляд обладают самыми инн",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_c4633266e628,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды материалов для наращивания ресниц, по вашему мнению, в большей степ",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_df5b5053864c,tally_311M4Q,awareness,brand funnel,brand funnel: Какие бренды в наращивании ресниц вы считаете премиальными?,Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_051a05e7ef93,tally_311M4Q,channel,channel/trust map,"channel/trust map: Какие бренды продуктов для наращивания ресниц, на ваш взгляд, обладают наиболее ",Use for B2B2C / construction/materials when channel is decision-relevant.
sp_c86e4301979d,tally_311M4Q,trust,QFD,"QFD: Продукты каких брендов для наращивания ресниц, на ваш взгляд, обладают высоким к",Use for B2B2C / construction/materials when trust is decision-relevant.
sp_87ef5a0263b7,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды материалов для наращивания ресниц, на ваш взгляд, ялвяются популярн",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_42ddc2815a2f,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды в наращивании ресниц, по вашему мнению, выглядят современными?",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_8ab99d5d653b,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды, по вашему мнению, ассоциирются с экспертизой в наращивании ресниц?",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_d1cefe2c2de9,tally_311M4Q,behavior,behavior baseline,behavior baseline: Какой бренд в наращивании ресниц вы покупаете чаще всего?,Use for B2B2C / construction/materials when behavior is decision-relevant.
sp_30a60c0eb6c8,tally_311M4Q,behavior,behavior baseline,"behavior baseline: Пожалуйста, выберите высказывания, которые наилучшим образом описывают, почему в",Use for B2B2C / construction/materials when behavior is decision-relevant.
sp_4fd024682003,tally_311M4Q,scenario,JTBD map,"JTBD map: Представьте, что вы пришли покупать ресницы для наращивания и увидели, что друго",Use for B2B2C / construction/materials when scenario is decision-relevant.
sp_cafbb7242af7,tally_311M4Q,channel,channel/trust map,"channel/trust map: Укажите, пожалуйста,  ваш профиль в социальных сетях (где вы чаще всего бываете)",Use for B2B2C / construction/materials when channel is decision-relevant.
sp_2e6727869fad,tally_311M4Q,factor,factor hierarchy,factor hierarchy: Какие факторы при выборе составов для ламинирования для вас являются важными? (О,Use for B2B2C / construction/materials when factor is decision-relevant.
sp_d3c1f2010e1f,tally_311M4Q,factor,factor hierarchy,factor hierarchy: Какие факторы при выборе клея для ламинирования для вас являются важными? (Оцени,Use for B2B2C / construction/materials when factor is decision-relevant.
sp_a7e0c3d9141a,tally_311M4Q,WTP,price ladder,price ladder: Насколько часто вы покупаете продукцию для ламинирования ресниц,Use for B2B2C / construction/materials when WTP is decision-relevant.
sp_140fef40b964,tally_311M4Q,channel,channel/trust map,channel/trust map: Где вы приобретаете продукты для ламинирования ресниц?,Use for B2B2C / construction/materials when channel is decision-relevant.
sp_10fcca099fba,tally_311M4Q,awareness,brand funnel,brand funnel: Какие из следующих брендов в ламинирование ресниц вы знаете?,Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_0e4c94f93b2c,tally_311M4Q,scenario,JTBD map,JTBD map: Какие из следующих брендов в ламинировании ресниц вы когда-либо покупали?,Use for B2B2C / construction/materials when scenario is decision-relevant.
sp_8261887f4746,tally_311M4Q,frequency,behavior baseline,behavior baseline: Составы для ламинирования каких брендов вы покупали за последние 6 месяцев?,Use for B2B2C / construction/materials when frequency is decision-relevant.
sp_59d874cbb7e8,tally_311M4Q,trust,QFD,QFD: Составы для ламинирования каких брендов вы покупаете чаще всего?,Use for B2B2C / construction/materials when trust is decision-relevant.
sp_56926337164a,tally_311M4Q,frequency,behavior baseline,behavior baseline: Клей для ламинирования каких брендов вы покупали за последние 6 месяцев?,Use for B2B2C / construction/materials when frequency is decision-relevant.
sp_77b3d80e481c,tally_311M4Q,behavior,behavior baseline,behavior baseline: Клей для ламинирования каких брендов вы покупаете чаще всего?,Use for B2B2C / construction/materials when behavior is decision-relevant.
sp_dd6b87f668e6,tally_311M4Q,barrier,barrier map,"barrier map: Какие бренды в ламинировании ресниц вы покупали, но перестали?",Use for B2B2C / construction/materials when barrier is decision-relevant.
sp_73ed4e1da1cb,tally_311M4Q,barrier,barrier map,"barrier map: Укажите причины, по которым вы перестали их покупать?",Use for B2B2C / construction/materials when barrier is decision-relevant.
sp_7bd085905f4d,tally_311M4Q,WTP,price ladder,"price ladder: Материалы каких брендов для ламинирования ресниц, на ваш взгляд, продаются по до",Use for B2B2C / construction/materials when WTP is decision-relevant.
sp_2ec123a28605,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды продуктов для ламинирования ресниц, на ваш взгляд, обладают самым ш",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_d8268373045a,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды продуктов для ламинирования ресниц, на ваш взгляд, обладают самым и",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_395e808cee24,tally_311M4Q,channel,channel/trust map,"channel/trust map: Какие бренды продуктов для ламинирования ресниц, на ваш взгляд, обладают наиболе",Use for B2B2C / construction/materials when channel is decision-relevant.
sp_10bbd3b8415b,tally_311M4Q,trust,QFD,"QFD: Продукты каких брендов для ламинирования ресниц, на ваш взгляд, обладают высоким",Use for B2B2C / construction/materials when trust is decision-relevant.
sp_a98e2f16ebad,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды в ламинировании ресниц, по вашему мнению, выглядят современными?",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_dc269730eb3c,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды, по вашему мнению, больше всего ассоциируются с экспертизой в ламин",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_6daa596e0aae,tally_311M4Q,awareness,brand funnel,"brand funnel: Какие бренды материалов для ламинирования ресниц, по вашему мнению, в большей ст",Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_6c7c92bd5daf,tally_311M4Q,awareness,brand funnel,brand funnel: Какие бренды в ламинировании ресниц вы считаете премиальными?,Use for B2B2C / construction/materials when awareness is decision-relevant.
sp_4738f972ebf6,tally_311M4Q,scenario,JTBD map,"JTBD map: Представьте, что вы пришли покупать составы для ламинирования ресниц и увидели, ",Use for B2B2C / construction/materials when scenario is decision-relevant.
sp_8025d13f4713,tally_EkPbkr,scenario,JTBD map,JTBD map: 1. С какой целью вы обычно посещаете «Уйде»? (можно выбрать несколько),Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_e7361b470cde,tally_EkPbkr,scenario,JTBD map,JTBD map: 2. Когда вы чаще всего выбираете «Уйде»? (можно выбрать несколько),Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_61415e70e867,tally_EkPbkr,scenario,JTBD map,JTBD map: 4. (если в вопросе выше «очень редко» или «никогда») Почему вы не заказываете ед,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_a5bce6e079f1,tally_EkPbkr,WTP,price ladder,"price ladder: 6. Если представить, что в «Уйде» появится отдельная «баурсачная» логика (быстро",Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_288e10afe871,tally_EkPbkr,WTP,price ladder,price ladder: 7. Какие варианты баурсаков/подачи были бы вам наиболее интересны? (можно выбрат,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_68503f00bb9e,tally_EkPbkr,WTP,price ladder,price ladder: 8. В какие дни недели вы обычно посещаете «Уйде»? (можно выбрать несколько),Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_7b28d33fc1c4,tally_EkPbkr,scenario,JTBD map,JTBD map: 9. В какое время вы обычно приходите в «Уйде»?,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_4078213ed85d,tally_EkPbkr,frequency,behavior baseline,behavior baseline: 10. Как часто вы посещаете «Уйде»?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_766513bf29cf,tally_EkPbkr,WTP,price ladder,"price ladder: 12. Что вы обычно делаете, если в «Уйде» нет мест? (можно выбрать несколько)",Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_f3a8e14fbdf1,tally_EkPbkr,barrier,barrier map,barrier map: 13. Что чаще всего «тормозит» ваш визит в «Уйде» (если что-то тормозит)? (можно ,Use for B2C Choice / food/FMCG when barrier is decision-relevant.
sp_70f73a379ccf,tally_EkPbkr,WTP,price ladder,"price ladder: 15. Насколько для вас допустимо, что в «Уйде» бывает тесно и шумно, если напитки",Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_7fa27da4e42f,tally_EkPbkr,behavior,behavior baseline,"behavior baseline: 16. Посещаете ли вы также «Второй» (по соседству, гастробар)?",Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_97957f0e0312,tally_EkPbkr,behavior,behavior baseline,behavior baseline: 17. (если посещаете оба) Как вы для себя разделяете «Уйде» и «Второй»? Зачем идё,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_ca2c237ddcbf,tally_EkPbkr,awareness,brand funnel,brand funnel: 18. Какие бары кроме «Уйде» вы знаете в Астане?,Use for B2C Choice / food/FMCG when awareness is decision-relevant.
sp_01c1928e433c,tally_EkPbkr,behavior,behavior baseline,behavior baseline: 19. Какие бары вы посещаете помимо «Уйде»?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_dfe40742af1f,tally_EkPbkr,barrier,barrier map,"barrier map: 21. Назовите 2–3 причины, почему вы выбираете именно «Уйде» (заведение №1).",Use for B2C Choice / food/FMCG when barrier is decision-relevant.
sp_ea433b05ddde,tally_EkPbkr,WTP,price ladder,price ladder: 31. Почему? (можно выбрать несколько),Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_5bfa60e077fb,tally_EkPbkr,WTP,price ladder,price ladder: 32. Насколько вам понравился фирменный ассортимент пива/сидра?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_05dd0e3fe7bf,tally_EkPbkr,WTP,price ladder,price ladder: 33. Что из перечисленных видов пива вы предпочитаете? (можно выбрать несколько),Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_aae3bcc505dc,tally_EkPbkr,WTP,price ladder,price ladder: 34. Сколько вы готовы заплатить за бокал пива 450 мл?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_8149291dc6a0,tally_wQg7B1,channel,channel/trust map,channel/trust map: Какой канал покупки вы предпочитаете?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_0700aca0df36,tally_wQg7B1,trust,QFD,QFD: Качество приготовления:,Use for B2C Choice / food/FMCG when trust is decision-relevant.
sp_8b0e6396a732,tally_wQg7B1,channel,channel/trust map,channel/trust map: При покупке на сайте/в приложении кофейни:,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_41a5ed4eced9,tally_wQg7B1,awareness,brand funnel,brand funnel: В какие кофейни/какие бренды напитков покупаете?,Use for B2C Choice / food/FMCG when awareness is decision-relevant.
sp_2934e3df8656,tally_wQg7B1,channel,channel/trust map,channel/trust map: Где самая удобная система лояльности и бонусов?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_314d050a7ca8,tally_3Xq28g,factor,factor hierarchy,"factor hierarchy: Оцените, пожалуйста, насколько важны для Вас следующие факторы при выборе работо",Use for EVP Employer / HR/EVP when factor is decision-relevant.
sp_5cc2ad8c354f,tally_3Xq28g,consideration,brand funnel,brand funnel: Рассматривали ли Вы компанию Сибагро в качестве работодателя?,Use for EVP Employer / HR/EVP when consideration is decision-relevant.
sp_f57e26e611c0,tally_3Xq28g,barrier,barrier map,"barrier map: Расскажите, пожалуйста, почему нет",Use for EVP Employer / HR/EVP when barrier is decision-relevant.
sp_ed574cc957af,tally_wMajBk,behavior,behavior baseline,behavior baseline: Введите Ваш номер телефона,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_a768bff974e1,tally_wMajBk,channel,channel/trust map,"channel/trust map: Напишите, где",Use for B2C Choice / healthcare when channel is decision-relevant.
sp_06959a4190f3,tally_wMajBk,scenario,JTBD map,JTBD map: Какую цель Вы преследовали или преследуете при обращении к косметологическим усл,Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_bb1be1ba7cdc,tally_wMajBk,factor,factor hierarchy,"factor hierarchy: Насколько для Вас важна проблема борьбы с проблемной кожей (акне, угревая сыпь, ",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_b32d2f604c08,tally_wMajBk,factor,factor hierarchy,"factor hierarchy: Насколько для Вас важна коррекция тела (жиросжигание, устранение обвисаний, моде",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_7e63c4fc3dd0,tally_wMajBk,factor,factor hierarchy,factor hierarchy: Какие виды коррекции тела были важны/важны для Вас больше всего?,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_a44a8e3e6b86,tally_wMajBk,factor,factor hierarchy,"factor hierarchy: Насколько для Вас важно устранения последствия родов (растяжки, пигментация, уху",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_515790276e9c,tally_wMajBk,frequency,behavior baseline,behavior baseline: Как часто Вы посещаете косметологические процедуры?,Use for B2C Choice / healthcare when frequency is decision-relevant.
sp_7c337adb1dec,tally_wMajBk,WTP,price ladder,price ladder: Сколько в среднем в год вы тратите на косметологические процедуры?,Use for B2C Choice / healthcare when WTP is decision-relevant.
sp_7463fc171aaa,tally_wMajBk,barrier,barrier map,"barrier map: Были ли косметологические клиники, которые Вы перестали посещать?",Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_15f75d0774b1,tally_wMajBk,barrier,barrier map,barrier map: Почему Вы перестали посещать эти клиники?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_e057db10c9e2,tally_wMajBk,factor,factor hierarchy,"factor hierarchy: Какие факторы Вам важны при выборе клиники? (Оцените от 1 до 5, где 1 - неважно ",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_ddd77dbf1efe,tally_wMajBk,factor,factor hierarchy,factor hierarchy: Оцените качество предоставляемых услуг клиникой “Доктор Борменталь”  от 1 до 10,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_e9da5d3ada34,tally_wMajBk,factor,factor hierarchy,factor hierarchy: Готовы ли Вы рекомендовать услуги  клиники “Доктор Борменталь” друзьям/родственн,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_f0e159668268,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 2. Какие из перечисленных продуктов употребляете?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_7f085af79e75,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 3. Почему вы не употребляете в пищу следующие продукты(если нет)?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_3abb12b96a0b,tally_wQ0kPl,WTP,price ladder,price ladder: 4. Насколько часто вы покупаете следующие продукты?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_a8311ca5ba77,tally_wQ0kPl,scenario,JTBD map,"JTBD map: 5. Для каких целей вы, как правило, покупаете следующие продукты?",Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_cad5dc5959a5,tally_wQ0kPl,trust,QFD,QFD: 6. Часто ли вы обращаете внимание на состав следующих продуктов?,Use for B2C Choice / food/FMCG when trust is decision-relevant.
sp_ef1db9240685,tally_wQ0kPl,scenario,JTBD map,JTBD map: 7. С каким сроком годности вы бы никогда не стали приобретать следующие продукты,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_aef94bd23f37,tally_wQ0kPl,factor,factor hierarchy,"factor hierarchy: 8. Оцените от 1 до 5 важность факторов выбора хлеба, где 1 – это незначимый факт",Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_e74050f73aa3,tally_wQ0kPl,factor,factor hierarchy,"factor hierarchy: 9. Оцените от 1 до 5 важность факторов выбора пряников, где 1 – это незначимый ф",Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_2094f22747ec,tally_wQ0kPl,factor,factor hierarchy,"factor hierarchy: 10. Оцените от 1 до 5 важность факторов выбора тортов, где 1 – это незначимый фа",Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_7963d40d7db8,tally_wQ0kPl,factor,factor hierarchy,"factor hierarchy: 11. Оцените от 1 до 5 важность факторов выбора макарон, где 1 – это незначимый ф",Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_099bd19199d1,tally_wQ0kPl,frequency,behavior baseline,"behavior baseline: 16. Как Вы поступите, если в наличии не будет следующих продуктов, которые вы по",Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_97da51a5ce1b,tally_wQ0kPl,WTP,price ladder,price ladder: 24. Какой процент от общей суммы вы тратите на покупку следующих продуктов?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_0c947e25f25f,tally_wQ0kPl,channel,channel/trust map,channel/trust map: 25. Где вы приобретаете следующие продукты?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_34c9452cf132,tally_wQ0kPl,channel,channel/trust map,channel/trust map: 26. Через какие каналы коммуникации вы обычно узнаете информацию о продуктах пит,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_2c36aca2773f,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 2. Вы употребляете хлеб?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_0a162bc1bfe1,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 3. Вы употребляете пряники?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_575c389b6b76,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 4. Вы употребляете торты?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_3c9ce32c7385,tally_wQ0kPl,behavior,behavior baseline,behavior baseline: 5. Вы употребляете макароны?,Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_700afa6bc04e,tally_mBdjeR,factor,factor hierarchy,factor hierarchy: Оцените насколько часто у вас возникают эти потребности,Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_57b687d4fbe7,tally_mBdjeR,channel,channel/trust map,channel/trust map: Какие товарные категории Вы покупаете в магазинах хоз товаров,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_f8d0cf118c01,tally_mBdjeR,factor,factor hierarchy,"factor hierarchy: Оцените важность факторов при выборе магазина по 5-ти балльной шкале, где 1 балл",Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_934c5b84bab8,tally_mBdjeR,channel,channel/trust map,"channel/trust map: Какие магазины для покупок товаров для дома, ремонта, дачи и сада вы знаете?",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_24d08ad5eadc,tally_mBdjeR,channel,channel/trust map,"channel/trust map: Какие магазины для покупок товаров для дома, ремонта, дачи и сада вы посещаете?",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_eea13b6df18c,tally_mBdjeR,channel,channel/trust map,"channel/trust map: Какие магазины для покупок товаров для дома, ремонта, дачи и сада вы считаете лу",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_f0dd9edb3b39,tally_mBdjeR,channel,channel/trust map,"channel/trust map: В какой магазин вы пойдете, чтобы купить самые дешевые хозяйственные товары?(Che",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_dc061c95474e,tally_mBdjeR,channel,channel/trust map,channel/trust map: Какой магазин имеет самый большой ассортимент? (Biggest),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_f6644f6bf995,tally_mBdjeR,channel,channel/trust map,channel/trust map: Какой магазин вы считаете самым современным и технологичным? (Hottest),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_1e65ca2cc020,tally_mBdjeR,channel,channel/trust map,"channel/trust map: В какой магазин вы пойдете, если хотите купить хозяйственные товары как можно бы",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_2d243c6b8063,tally_mBdjeR,channel,channel/trust map,channel/trust map: Какой магазин предоставляет экспертные консультации? (Easiest),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_fe8dce7e5fff,tally_mBdjeR,channel,channel/trust map,channel/trust map: В каком магазине наилучший опыт покупки? (Experiencest),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_f2c8ac448194,tally_mO0Gxg,WTP,price ladder,"price ladder: 7. Укажите стоимость последней покупки авто  Если не покупали, то на какой ценов",Use for B2C Choice / auto/mobility when WTP is decision-relevant.
sp_e00f3102b770,tally_mO0Gxg,awareness,brand funnel,brand funnel: 8. Какие автосервисы Вы знаете?,Use for B2C Choice / auto/mobility when awareness is decision-relevant.
sp_42865d975735,tally_mO0Gxg,WTP,price ladder,"price ladder: 12. Какой автосервис, на Ваш взгляд, с самыми доступными ценами?",Use for B2C Choice / auto/mobility when WTP is decision-relevant.
sp_bc524a188654,tally_mO0Gxg,factor,factor hierarchy,"factor hierarchy: 18. Оцените от 1 до 5 важность факторов при выборе автосервиса, где 1 - незначим",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_679ffadadb1d,tally_mO0Gxg,factor,factor hierarchy,"factor hierarchy: 19. Оцените важность следующих пунктов в автосервисе, в котором Вы решили диагно",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_9d653cc117af,tally_mO0Gxg,factor,factor hierarchy,"factor hierarchy: 20. Оцените важность пунктов в мобильном приложении автосервиса, в котором Вы ре",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_e45c3e4dc775,tally_mO0Gxg,behavior,behavior baseline,behavior baseline: 21. Как давно Вы покупали б/у автомобиль?,Use for B2C Choice / auto/mobility when behavior is decision-relevant.
sp_ab23e0901e39,tally_mO0Gxg,awareness,brand funnel,brand funnel: 22. Каких дилеров Вы знаете?,Use for B2C Choice / auto/mobility when awareness is decision-relevant.
sp_dc63d224770d,tally_mO0Gxg,behavior,behavior baseline,behavior baseline: 22. У каких дилеров Вы покупали/купили бы авто?,Use for B2C Choice / auto/mobility when behavior is decision-relevant.
sp_31c7c52f1415,tally_mO0Gxg,behavior,behavior baseline,"behavior baseline: 24. У каких дилеров Вы покупали/планировали купить авто, но решили, что не будет",Use for B2C Choice / auto/mobility when behavior is decision-relevant.
sp_619e045665c9,tally_mO0Gxg,WTP,price ladder,"price ladder: 25. Какой дилер, на Ваш взгляд, с самыми доступными ценами?",Use for B2C Choice / auto/mobility when WTP is decision-relevant.
sp_317a84bb40f7,tally_mO0Gxg,factor,factor hierarchy,"factor hierarchy: 31. Оцените от 1 до 5 важность факторов в дилере при покупке авто, где 1 - незна",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_ee2cd05ec0f5,tally_mO0Gxg,factor,factor hierarchy,"factor hierarchy: 32. Оцените важность следующих пунктов в дилере, в котором Вы решили покупать ав",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_cda06f560f98,tally_mVbAdJ,channel,channel/trust map,channel/trust map: 6. Где (территориально) вам было бы удобнее посещать оздоровительный или SPA ком,Use for Event Conference / event/conference when channel is decision-relevant.
sp_e657501a63b3,tally_mVbAdJ,factor,factor hierarchy,"factor hierarchy: 6А. Укажите, пожалуйста, район вашего проживания (нам не нужен точный адрес, но ",Use for Event Conference / event/conference when factor is decision-relevant.
sp_c83ab3b3a4a1,tally_mVbAdJ,WTP,price ladder,"price ladder: 6Б. Укажите, пожалуйста, в какой локации вам было бы удобнее всего посещать оздо",Use for Event Conference / event/conference when WTP is decision-relevant.
sp_215294963292,tally_mVbAdJ,factor,factor hierarchy,"factor hierarchy: 9. Насколько для вас важно, чтобы в оздоровительном или SPA комплексе были следу",Use for Event Conference / event/conference when factor is decision-relevant.
sp_669dc922baeb,tally_mVbAdJ,factor,factor hierarchy,"factor hierarchy: 10. Насколько для вас важно, чтобы в оздоровительном или SPA комплексе были след",Use for Event Conference / event/conference when factor is decision-relevant.
sp_d4120295f111,tally_mVbAdJ,factor,factor hierarchy,"factor hierarchy: 11. Насколько для вас важно, чтобы в оздоровительном или SPA комплексе были след",Use for Event Conference / event/conference when factor is decision-relevant.
sp_bed9757b1a86,tally_mVbAdJ,factor,factor hierarchy,factor hierarchy: 15. Важно ли для вас соблюдение правил халяль сотрудниками оздоровительного или ,Use for Event Conference / event/conference when factor is decision-relevant.
sp_606ad417e0cf,tally_mVbAdJ,frequency,behavior baseline,"behavior baseline: 16. Укажите, пожалуйста, как часто вы посещаете оздоровительные или SPA комплекс",Use for Event Conference / event/conference when frequency is decision-relevant.
sp_5a1c76fa9698,tally_mVbAdJ,WTP,price ladder,"price ladder: 17. Укажите, пожалуйста, какую примерно сумму вы готовы заплатить в рамках одног",Use for Event Conference / event/conference when WTP is decision-relevant.
sp_8ccf34eedecb,tally_mVbAdJ,channel,channel/trust map,channel/trust map: 18. Через какие каналы коммуникации вы чаще узнаете информацию про новые оздоров,Use for Event Conference / event/conference when channel is decision-relevant.
sp_f6627bc9d68e,tally_mVbAdJ,barrier,barrier map,barrier map: Необязательный последний вопрос! 25. По какой причине вы впервые посетили оздоро,Use for Event Conference / event/conference when barrier is decision-relevant.
sp_dd67cf45221b,tally_mR5L8p,factor,factor hierarchy,"factor hierarchy: 1.6 Пожалуйста, оцените насколько важны для Вас следующие факторы при выборе раб",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_a03deddb47fd,tally_mR5L8p,factor,factor hierarchy,"factor hierarchy: 1.7 Пожалуйста, оцените насколько эти факторы реализованы в компании «Главстрой ",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_b6f772ad9be6,tally_mR5L8p,WTP,price ladder,price ladder: 2.1 Насколько Вы согласны с представленными ниже утверждениями об уровне ответст,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_30f14e57714c,tally_mR5L8p,WTP,price ladder,price ladder: 2.2 Насколько Вы согласны с представленными ниже утверждениями о понимании сотру,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_a5442d662557,tally_mR5L8p,WTP,price ladder,price ladder: 2.3  Насколько Вы согласны с представленными ниже утверждениями об уровне коорди,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_4a025657c32a,tally_mR5L8p,WTP,price ladder,price ladder: 2.4 Насколько Вы согласны с представленными ниже утверждениями об уровне ориента,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_06f12c1fcddd,tally_mR5L8p,WTP,price ladder,price ladder: 2.5 Насколько Вы согласны с представленными ниже утверждениями о характере руков,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_de082e312b71,tally_mR5L8p,WTP,price ladder,price ladder: 2.6 Насколько Вы согласны с представленными ниже утверждениями об отношении к ин,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_7d0b98dcf72b,tally_mR5L8p,WTP,price ladder,price ladder: 2.7 Насколько Вы согласны с представленными ниже утверждениями о корпоративных н,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_f16a742ba915,tally_mR5L8p,WTP,price ladder,price ladder: 2.8 Насколько Вы согласны с представленными ниже утверждениями о рабочей среде и,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_2de37afc65ac,tally_mR5L8p,factor,factor hierarchy,factor hierarchy: 2.9 Оцените степень Вашего согласия с представленными ниже утверждениями о систе,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_ebdfac5ddc9e,tally_mR5L8p,scenario,JTBD map,JTBD map: 3.1 В компании «Главстрой Санкт-Петербург» решения принимаются всегда по всем из,Use for Internal Employee / HR/EVP when scenario is decision-relevant.
